,Investors,Primary Investor Type,Other Investor Types,# of Investment Professionals,HQ State/Province,HQ Country/Territory,HQ Global Region,HQ Global Sub Region,Investor Status,Last Updated Date,Ownership Status,Company Financing Status,Primary Industry Sector,Primary Industry Group,Primary Industry Code,All Industries,Verticals,Keywords,SIC Code Descriptions,SIC Group Descriptions,SIC Sector Descriptions,Revenue,Total Assets,Net Income,Enterprise Value,EBITDA,EBIT,Market Cap,Net Debt,Free Cash Flow,Investments,Exits,Active Portfolio,Investments in the last 7 days,Investments in the last 6 months,Investments in the last 12 months,Investments in the last 2 years,Investments in the last 5 years,Total Investments,Total Exits,Total Active Portfolio,Total Investments in the last 7 days,Total Investments in the last 6 months,Total Investments in the last 12 months,Total Investments in the last 2 years,Total Investments in the last 5 years,Last Investment Date,Last Investment Size,Last Investment Size Status,Last Investment Valuation,Last Investment Valuation Status,Last Investment Type,Last Investment Type 2,Last Investment Type 3,Last Investment Class,Last Investment Debt,Last Investment Debt Size,Last Investment Debt Date,Last Investment Status,AUM,Dry Powder,Trade Association,Total # of Hedge Funds,Total # of Credit,Total # of Equity,Total # of Macro,Total # of Event Driven,Total # of Relative Value,Total # of Risk Parity,Total # of Risk Premia,Total # of Fund of Funds,Total # of Other,Total Hedge Fund NAV,Total NAV Credit,Total NAV Equity,Total NAV Macro,Total NAV Event Driven,Total NAV Relative Value,Total NAV Risk Parity,Total NAV Risk Premia,Total NAV Fund of Funds,Total NAV Other,# Funds Open,# Funds Closed,# Funds Closed in the last 6 months,# Funds Closed in the last 12 months,# Funds Closed in the last 2 years,# Funds Closed in the last 5 years,Most Likely Fundraising,Min Fund Size,Max Fund Size,Median Fund Size,Total Funds Open,Total Funds Closed,Total Funds Closed in the last 6 months,Total Funds Closed in the last 12 months,Total Funds Closed in the last 2 years,Total Funds Closed in the last 5 years,Last Closed Fund Vintage,Last Closed Fund Size,Last Closed Fund Type,Last Closed Fund Close Date,Last Closed Fund Open Date,Preferred Industry,Preferred Verticals,Preferred Geography,Preferred Investment Types,Real Asset Preferences,Impact Category Preferences,Other Stated Preferences,Preferred Investment Amount,Preferred Investment Amount Min,Preferred Investment Amount Max,Preferred Deal Size,Preferred Deal Size Min,Preferred Deal Size Max,Preferred Company Valuation,Preferred Company Valuation Min,Preferred Company Valuation Max,Preferred EBITDA,Preferred EBITDA Min,Preferred EBITDA Max,Preferred EBIT,Preferred EBIT Min,Preferred EBIT Max,Preferred Revenue,Preferred Revenue Min,Preferred Revenue Max,Preferred Investment Horizon,Latest Note,Latest Note - Author,Median Quartile,Number of Funds,1 (Top Quartile),2 (Upper-Mid Quartile),3 (Lower-Mid Quartile),4 (Bottom Quartile),today,days_diff,Last Investment Delta,Last Investment Size filled,Recency Score,Frequency Score,Monetary Score,RFM Score,Segment,Recency,Frequency,Monetary
1678,Investor 1679,Angel (individual),,,Haryana,India,Asia,South Asia,,19-May-23,,,,,,,,,,,,,,,,,,,,,8,5.0,3.0,,,,1.0,3,8,5.0,3.0,,,,1.0,3,20-Apr-22,,,,,Later Stage VC,,,Venture Capital,,,20-Apr-22,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,"Electrical Equipment, Information Technology, Other Materials, Other Metals, Minerals and Mining","3D Printing, B2B Payments, FinTech, Impact Investing, Internet of Things",Europe,"Early Stage VC, Seed Round",,,"Prefers minority stake, Seeks Impact investments, Will syndicate",,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,458 days,458,0.0,2,3,1,231,At Risk,458,8,0.0
1679,Investor 1680,PE/Buyout,"Family Office, Growth/Expansion, Venture Capital",1.0,,,,,,15-Mar-23,,,,,,,,,,,,,,,,,,,,,23,2.0,18.0,,1.0,1.0,6.0,21,23,2.0,18.0,,1.0,1.0,6.0,21,4-May-23,3.5,Actual,,,Early Stage VC,,,Venture Capital,,,4-May-23,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,Software,TMT,,,,,,0.10 - 2.00,0.1,2.0,,,,,,,,,,,,,0,0.0,,,,,,,,,,,2023-07-22,79 days,79,3.5,5,4,3,543,Champions,79,23,3.5
1680,Investor 1681,Angel (individual),,1.0,,,,,Actively Seeking New Investments,15-Jun-23,,,,,,,,,,,,,,,,,,,,,29,12.0,15.0,,2.0,2.0,7.0,14,29,12.0,15.0,,2.0,2.0,7.0,14,30-Nov-21,1.8,Actual,,,Later Stage VC,,,Venture Capital,,,30-Nov-21,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,Cryptocurrency/Blockchain,,Seed Round,,,"Prefers minority stake, Will syndicate",,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,599 days,599,1.8,2,4,2,242,At Risk,599,29,1.8
1681,Investor 1682,Angel (individual),,,California,United States,Americas,North America,,23-Feb-23,,,,,,,,,,,,,,,,,,,,,51,2.0,47.0,,1.0,5.0,24.0,49,51,2.0,47.0,,1.0,5.0,24.0,49,30-Jun-22,4.0,Actual,,,Seed Round,Series A,,Venture Capital,,,30-Jun-22,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,387 days,387,4.0,3,5,3,353,Loyal Investors,387,51,4.0
1682,Investor 1683,Venture Capital,,1.0,California,United States,Americas,North America,Actively Seeking New Investments,13-Jun-23,,,,,,,,,,,,,,,,,,,,,18,5.0,13.0,,1.0,2.0,7.0,9,18,5.0,13.0,,1.0,2.0,7.0,9,23-Aug-22,12.0,Actual,,,Seed Round,Seed Round,,Venture Capital,,,23-Aug-22,Completed,,0.31,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,Yes,7.17,7.17,7.17,,1.0,,,,,,,,,,Software,TMT,,"Early Stage VC, Later Stage VC, Seed Round",,,"Prefers minority stake, Will syndicate",,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,333 days,333,12.0,3,4,4,344,Loyal Investors,333,18,12.0
1683,Investor 1684,Corporation,,,Ontario,Canada,Americas,North America,,14-Jun-23,,,,,,,,,,,,,,,,,,,,,2,1.0,1.0,,,,,1,2,1.0,1.0,,,,,1,1-Jul-22,8.1,Estimated,,,Seed Round,Series 3,,Venture Capital,,,1-Jul-22,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,2021.0,37.67,Venture - General,,1-Jun-21,"Agriculture, Business Products and Services (B2B), Energy, Financial Services, Healthcare Technology Systems, Software, Systems and Information Management","AdTech, AgTech, Artificial Intelligence & Machine Learning, B2B Payments, CleanTech, Climate Tech, Cybersecurity, Digital Health, E-Commerce, EdTech, FinTech, FoodTech, HealthTech, HR Tech, Impact Investing, InsurTech, Legal Tech, Life Sciences, Micro-Mobility, Real Estate Technology, SaaS, Supply Chain Tech, TMT","Argentina, Aruba, Bolivia, Central America, Chile, Colombia, Curacao, Ecuador, Falkland Islands, Guyana, North America, Paraguay, Peru, Suriname, Trinidad and Tobago, Uruguay, Venezuela","Early Stage VC, Later Stage VC, Seed Round",,,"Long-Term Investor, Prefers minority stake, Will syndicate",,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,386 days,386,8.1,3,1,4,314,About to Sleep,386,2,8.1
1684,Investor 1685,Angel (individual),,,California,United States,Americas,North America,Actively Seeking New Investments,14-Jun-23,,,,,,,,,,,,,,,,,,,,,2,,2.0,,,,1.0,2,2,,2.0,,,,1.0,2,26-Jul-22,56.0,Actual,356.0,Actual,Early Stage VC,Series B,,Venture Capital,,,26-Jul-22,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,2022.0,,Venture - General,31-Dec-22,7-Mar-22,"Consumer Durables, Consumer Non-Durables, Retail, Software","Artificial Intelligence & Machine Learning, Mobile, Supply Chain Tech",United States,"Early Stage VC, Later Stage VC, Seed Round",,,"Prefers minority stake, Will syndicate",,,,,,,,,,,,,,,,,,,,,,3 (Lower-Mid Quartile),12.0,4.0,2.0,3.0,3.0,2023-07-22,361 days,361,56.0,3,1,5,315,About to Sleep,361,2,56.0
1685,Investor 1686,Corporation,,,,Turkey,Middle East,Middle East,Actively Seeking New Investments,12-Jun-23,Privately Held (backing),Venture Capital-Backed,Financial Services,Other Financial Services,Consumer Finance,"Consumer Finance*, Other Financial Services","FinTech, Mobile","business loans, financial services, loan provider, microfinance lender, microfinance loan service, microfinance technology, online microfinance platform, small loan platform",,,,,,,,,,,,,2,,2.0,,1.0,2.0,2.0,2,2,,2.0,,1.0,2.0,2.0,2,14-Jan-23,2.1,Actual,,,Seed Round,Seed Round,,Venture Capital,,,14-Jan-23,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,189 days,189,2.1,4,1,2,412,Promising,189,2,2.1
1686,Investor 1687,Family Office,"Impact Investing, Venture Capital",2.0,California,United States,Americas,North America,,3-Mar-23,,,,,,,,,,,,,,,,,,,,,85,34.0,48.0,,,2.0,8.0,33,85,34.0,48.0,,,2.0,8.0,33,8-Mar-23,10.39,Actual,37.75,Actual,Seed Round,Seed Round,,Venture Capital,,,8-Mar-23,Completed,,,,,,,,,,,,,,,,,,,,,,,,1.0,14.0,,,,14.0,Yes,,,,1.0,14.0,,,,14.0,,,,,,Pharmaceuticals and Biotechnology,"FinTech, TMT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,136 days,136,10.39,4,5,4,454,Loyal Investors,136,85,10.39
1687,Investor 1688,Venture Capital,,,New York,United States,Americas,North America,,14-Jun-23,,,,,,,,,,,,,,,,,,,,,12,,12.0,,,2.0,10.0,12,12,,12.0,,,2.0,10.0,12,15-Aug-22,0.21,Actual,,,Accelerator/Incubator,,,Other,,,15-Aug-22,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,341 days,341,0.21,3,3,1,331,Need Attention,341,12,0.21
1688,Investor 1689,Venture Capital,Accelerator/Incubator,4.0,New Jersey,United States,Americas,North America,,7-Jun-23,,,,,,,,,,,,,,,,,,,,,7,,7.0,,1.0,1.0,2.0,5,7,,7.0,,1.0,1.0,2.0,5,31-Dec-21,,,,,Accelerator/Incubator,,,Other,,,31-Dec-21,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,"Commercial Products, Commercial Services","FinTech, Industrials, Manufacturing, TMT",Europe,"Buyout/LBO, PE Growth/Expansion",,,"Prefers majority stake, Prefers minority stake, Seeks distressed investments, Will syndicate",0.05 - 1.00,0.05,1.0,,,,,,,,,,,,,0.01 - 4.00,0.01,4.0,,,,,,,,,,2023-07-22,568 days,568,0.0,2,3,1,231,At Risk,568,7,0.0
1689,Investor 1690,Corporation,VC-Backed Company,,,,,,,12-Jun-23,Acquired/Merged (Operating Subsidiary),Formerly VC-backed,Business Products and Services (B2B),Commercial Services,Education and Training Services (B2B),"Education and Training Services (B2B)*, Educational Software",EdTech,"community learning, community learning portal, digital learning, digital learning portal, digital learning system, no-code platform",,,,,,,,,,,,,3,,2.0,,,,1.0,3,3,,2.0,,,,1.0,3,26-Apr-23,60.0,Actual,,,Early Stage VC,Series B,,Venture Capital,,,26-Apr-23,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,Software,"Artificial Intelligence & Machine Learning, Big Data, Cybersecurity, E-Commerce, FinTech, Internet of Things, Mobile, SaaS",Italy,"Early Stage VC, Later Stage VC, Seed Round",,,"Prefers minority stake, Will syndicate",1.00 - 4.00,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,87 days,87,60.0,5,2,5,525,Potential Loyalists,87,3,60.0
1690,Investor 1691,Angel (individual),,,California,United States,Americas,North America,,14-Apr-23,,,,,,,,,,,,,,,,,,,,,1,,1.0,,,,1.0,1,1,,1.0,,,,1.0,1,6-Jun-23,17.5,Actual,52.5,Actual,Early Stage VC,Series A,,Venture Capital,,,6-Jun-23,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,2019.0,40.0,Venture Capital - Early Stage,31-Dec-19,7-Jun-19,"Business Products and Services (B2B), Media, Software","AdTech, Big Data, Cryptocurrency/Blockchain, E-Commerce, Internet of Things, Mobile, Mobile Commerce, SaaS, TMT",California,"Early Stage VC, Later Stage VC, Seed Round",,,"Prefers minority stake, Will syndicate",,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,46 days,46,17.5,5,1,4,514,New Investors,46,1,17.5
1691,Investor 1692,Angel (individual),,,California,United States,Americas,North America,,13-Jun-23,,,,,,,,,,,,,,,,,,,,,1,,1.0,,,,1.0,1,1,,1.0,,,,1.0,1,27-May-22,4.4,Actual,,,Seed Round,Seed Round,,Venture Capital,,,27-May-22,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,Software,"SaaS, TMT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,421 days,421,4.4,2,1,3,213,Hibernating,421,1,4.4
1692,Investor 1693,Angel (individual),,,,,,,,7-Feb-23,,,,,,,,,,,,,,,,,,,,,4,,3.0,,1.0,2.0,4.0,4,4,,3.0,,1.0,2.0,4.0,4,16-Mar-22,20.0,Actual,160.0,Actual,Early Stage VC,Series A,,Venture Capital,,,16-Mar-22,Completed,3000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,493 days,493,20.0,2,2,4,224,Hibernating,493,4,20.0
1693,Investor 1694,Angel (individual),,,New York,United States,Americas,North America,,28-Apr-23,,,,,,,,,,,,,,,,,,,,,8,,8.0,,1.0,1.0,2.0,8,8,,8.0,,1.0,1.0,2.0,8,22-May-23,12.24,Actual,,,Early Stage VC,Series A,,Venture Capital,,,22-May-23,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,61 days,61,12.24,5,3,4,534,Potential Loyalists,61,8,12.24
1694,Investor 1695,Angel (individual),,,Ontario,Canada,Americas,North America,,10-May-23,,,,,,,,,,,,,,,,,,,,,25,2.0,23.0,,,,4.0,12,25,2.0,23.0,,,,4.0,12,22-Dec-21,2.9,Actual,30.0,Actual,Seed Round,Seed Round,,Venture Capital,,,22-Dec-21,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,2021.0,,Venture - General,31-Dec-21,1-Apr-21,"Business Products and Services (B2B), Healthcare Services, Other Information Technology, Software, Telecommunications Service Providers","3D Printing, AdTech, Artificial Intelligence & Machine Learning, Big Data, Cybersecurity, Digital Health, E-Commerce, EdTech, FinTech, HealthTech, HR Tech, InsurTech, Internet of Things, Marketing Tech, Mobile, SaaS, TMT",France,"Buyout/LBO, Debt - General, Early Stage VC, Later Stage VC, PE Growth/Expansion, Seed Round",,,"Prefers majority stake, Prefers minority stake, Seeks ESG investments, Will lead on a deal, Will syndicate",1.00 - 10.00,1.0,10.0,,,,,,,,,,,,,,,,,,,2 (Upper-Mid Quartile),1.0,,1.0,,,2023-07-22,577 days,577,2.9,2,4,2,242,At Risk,577,25,2.9
1695,Investor 1696,Corporation,VC-Backed Company,7.0,,,,,,6-Jun-23,Publicly Held,Formerly VC-backed,Information Technology,Software,Business/Productivity Software,"Business/Productivity Software*, Construction and Engineering, Media and Information Services (B2B)","Construction Technology, Real Estate Technology, SaaS, TMT","construction project management software, online project construction, project analytics, project management app, project management software, project management system","Computer Related Services, Not Elsewhere Classified, Services-prepackaged software","Business Services, Business Services","Services, Services",774.21,1711.18,-278.96,8285.5,-224.67,-289.44,9632.51,-520.45,-73.73,9,,1.0,,,,3.0,9,9,,1.0,,,,3.0,9,2-Dec-22,7.81,Actual,27.81,Actual,Seed Round,Seed Round,,Venture Capital,,,2-Dec-22,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,0.50 - 2.00,0.5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,232 days,232,7.81,3,3,4,334,Need Attention,232,9,7.81
1696,Investor 1697,Angel (individual),,,,South Korea,Asia,East Asia,Actively Seeking New Investments,14-Jun-23,,,,,,,,,,,,,,,,,,,,,2,,1.0,,,,,1,2,,1.0,,,,,1,23-May-22,2.3,Actual,,,Seed Round,Seed Round,,Venture Capital,,,23-May-22,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,Software,"Mobile, TMT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,425 days,425,2.3,2,1,2,212,Hibernating,425,2,2.3
1697,Investor 1698,Growth/Expansion,Venture Capital,1.0,,,,,,14-Jun-23,,,,,,,,,,,,,,,,,,,,,6,,5.0,,,1.0,5.0,6,6,,5.0,,,1.0,5.0,6,6-Jun-22,2.05,Actual,,,Seed Round,Series 1,,Venture Capital,,,6-Jun-22,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,"Consumer Non-Durables, Consumer Products and Services (B2C), Retail, Services (Non-Financial)",TMT,,,,,,0.25 - 6.22,0.25,6.22,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,411 days,411,2.05,2,2,2,222,Hibernating,411,6,2.05
1698,Investor 1699,Venture Capital,,1.0,,Hong Kong,Asia,East Asia,Actively Seeking New Investments,29-May-23,,,,,,,,,,,,,,,,,,,,,19,4.0,12.0,,1.0,4.0,8.0,18,19,4.0,12.0,,1.0,4.0,8.0,18,16-May-23,2.2,Actual,,,Angel (individual),Angel (individual),,Individual,,,16-May-23,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,2019.0,25.0,Venture Capital - Early Stage,20-Aug-19,6-Mar-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,67 days,67,2.2,5,4,2,542,Champions,67,19,2.2
1699,Investor 1700,Venture Capital,,5.0,England,United Kingdom,Europe,Western Europe,,7-Jun-23,,,,,,,,,,,,,,,,,,,,,58,6.0,33.0,,1.0,1.0,11.0,28,58,6.0,33.0,,1.0,1.0,11.0,28,21-Sep-22,0.02,Actual,,,Seed Round,Seed Round,,Venture Capital,,,21-Sep-22,Completed,334.89,19.14,,,,,,,,,,,,,,,,,,,,,,2.0,6.0,,,5.0,5.0,Yes,0.5,15.12,2.6,2.0,6.0,,,5.0,5.0,,,,,,,,,,,,,0.1,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,304 days,304,0.02,3,5,1,351,Loyal Investors,304,58,0.02
1700,Investor 1701,Venture Capital,,3.0,,,,,Actively Seeking New Investments,5-Jun-23,,,,,,,,,,,,,,,,,,,,,5,,5.0,,,,4.0,5,5,,5.0,,,,4.0,5,31-Jan-23,17.0,Actual,,,Early Stage VC,Series A,,Venture Capital,,,31-Jan-23,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,172 days,172,17.0,4,2,4,424,Potential Loyalists,172,5,17.0
1701,Investor 1702,Venture Capital,,3.0,New York,United States,Americas,North America,,14-Jun-23,,,,,,,,,,,,,,,,,,,,,6,1.0,6.0,,1.0,2.0,4.0,6,6,1.0,6.0,,1.0,2.0,4.0,6,1-Mar-23,36.5,Actual,,,Later Stage VC,,,Venture Capital,,,1-Mar-23,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,8.00 - 10.00,8.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,143 days,143,36.5,4,2,5,425,Potential Loyalists,143,6,36.5
1702,Investor 1703,Growth/Expansion,Venture Capital,7.0,,,,,,12-Jun-23,,,,,,,,,,,,,,,,,,,,,85,14.0,60.0,,3.0,7.0,25.0,57,85,14.0,60.0,,3.0,7.0,25.0,57,22-Dec-21,2.9,Actual,30.0,Actual,Seed Round,Seed Round,,Venture Capital,,,22-Dec-21,Completed,227.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,"Commercial Services, Software","Artificial Intelligence & Machine Learning, Marketing Tech, SaaS, TMT",,"Early Stage VC, Later Stage VC, Seed Round",,,"Prefers minority stake, Will syndicate",0.10 - 5.00,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,577 days,577,2.9,2,5,2,252,Can't Lose,577,85,2.9
1703,Investor 1704,Angel (individual),,,California,United States,Americas,North America,,11-Apr-23,,,,,,,,,,,,,,,,,,,,,2,,2.0,,,,1.0,2,2,,2.0,,,,1.0,2,8-Mar-23,1.36,Actual,22.64,Actual,Equity Crowdfunding,,,Individual,,,8-Mar-23,Announced/In Progress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,"Pharmaceuticals and Biotechnology, Software",TMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,136 days,136,1.36,4,1,2,412,Promising,136,2,1.36
1704,Investor 1705,Angel (individual),,,New York,United States,Americas,North America,Actively Seeking New Investments,25-Apr-23,,,,,,,,,,,,,,,,,,,,,10,3.0,7.0,,1.0,3.0,4.0,5,10,3.0,7.0,,1.0,3.0,4.0,5,23-May-23,2.3,Actual,,,Seed Round,Seed Round,,Venture Capital,,,23-May-23,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,0.10 - 5.00,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,60 days,60,2.3,5,3,2,532,Potential Loyalists,60,10,2.3
1705,Investor 1706,Angel (individual),,,,Germany,Europe,Western Europe,Actively Seeking New Investments,9-Jun-23,,,,,,,,,,,,,,,,,,,,,4,1.0,3.0,,,,1.0,3,4,1.0,3.0,,,,1.0,3,1-Jun-22,73.5,Actual,,,Early Stage VC,Series B,,Venture Capital,Loan - $7.00M,7.0,1-Jun-22,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,2018.0,42.8,Venture - General,31-Dec-18,19-Jun-18,"Other Financial Services, Services (Non-Financial), Software","FinTech, Mortgage Tech, Real Estate Technology, TMT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,416 days,416,73.5,2,2,5,225,Hibernating,416,4,73.5
1706,Investor 1707,Angel (individual),,,,Brazil,Americas,South America,Actively Seeking New Investments,14-Apr-23,,,,,,,,,,,,,,,,,,,,,3,2.0,1.0,,1.0,1.0,1.0,1,3,2.0,1.0,,1.0,1.0,1.0,1,4-May-23,4.45,Actual,13.09,Actual,Seed Round,Seed Round,,Venture Capital,,,4-May-23,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,79 days,79,4.45,5,2,3,523,Potential Loyalists,79,3,4.45
1707,Investor 1708,Corporate Venture Capital,Venture Capital,2.0,,,,,,14-Jun-23,,,,,,,,,,,,,,,,,,,,,37,3.0,26.0,,,7.0,21.0,37,37,3.0,26.0,,,7.0,21.0,37,8-Jul-22,37.0,Actual,,,Early Stage VC,Series A,,Venture Capital,,,8-Jul-22,Completed,50.0,10.02,National Venture Capital Association,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,Yes,50.0,50.0,50.0,,1.0,,,,1.0,,,,,,Software,TMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,379 days,379,37.0,3,4,5,345,Loyal Investors,379,37,37.0
1708,Investor 1709,Angel (individual),,,New York,United States,Americas,North America,,15-Jun-23,,,,,,,,,,,,,,,,,,,,,2,1.0,1.0,,,,,1,2,1.0,1.0,,,,,1,1-Dec-21,14.76,Actual,30.8,Actual,Later Stage VC,Series A,,Venture Capital,,,1-Dec-21,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,598 days,598,14.76,2,1,4,214,Hibernating,598,2,14.76
1709,Investor 1710,Limited Partner,Accelerator/Incubator,,,Indonesia,Asia,Southeast Asia,Actively Seeking New Investments,14-Jun-23,,,,,,,,,,,,,,,,,,,,,5,1.0,3.0,,,,,4,5,1.0,3.0,,,,,4,6-Nov-19,1.1,Actual,,,Seed Round,Seed Round,,Venture Capital,,,6-Nov-19,Completed,713.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,2021.0,,Venture - General,31-Dec-21,26-Feb-21,Software,TMT,,"Add-on, Buyout/LBO, Merger/Acquisition",,,Prefers majority stake,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,1354 days,1354,1.1,1,2,1,121,Hibernating,1354,5,1.1
1710,Investor 1711,Asset Manager,"Family Office, Venture Capital",1.0,,,,,,14-Jun-23,,,,,,,,,,,,,,,,,,,,,22,2.0,20.0,,1.0,2.0,16.0,22,22,2.0,20.0,,1.0,2.0,16.0,22,16-Mar-23,2.5,Actual,,,Seed Round,Seed Round,,Venture Capital,,,16-Mar-23,Completed,1000.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,Yes,,,,2.0,,,,,,2017.0,300.0,Venture - General,1-Jan-17,18-Jul-16,"Business Products and Services (B2B), Software","B2B Payments, E-Commerce, FinTech",,"Early Stage VC, Seed Round",,,"Prefers minority stake, Will syndicate",,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,128 days,128,2.5,4,4,2,442,Loyal Investors,128,22,2.5
1711,Investor 1712,Growth/Expansion,"Asset Manager, Infrastructure, Venture Capital",7.0,,,,,Actively Seeking New Investments,15-Jun-23,,,,,,,,,,,,,,,,,,,,,69,33.0,24.0,,2.0,4.0,8.0,25,69,33.0,24.0,,2.0,4.0,8.0,25,27-Feb-23,300.0,Actual,10300.0,Actual,Later Stage VC,Series D,,Venture Capital,,,27-Feb-23,Completed,,24.22,"Brazilian Venture Capital Association, Latin American Private Equity and Venture Capital Association",,,,,,,,,,,,,,,,,,,,,1.0,8.0,,,,,Yes,11.0,175.0,40.0,1.0,8.0,,,,,,,,,,"Beverages, Communications and Networking, Computer Hardware, Food Products, IT Services, Other Financial Services, Other Information Technology, Restaurants, Hotels and Leisure, Semiconductors, Software","FinTech, FoodTech",,"Early Stage VC, Later Stage VC, Seed Round",,,"Prefers minority stake, Will syndicate",,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,145 days,145,300.0,4,5,5,455,Loyal Investors,145,69,300.0
